700	2	2
695	0	2
690	0	2
685	2	4
680	9	13
675	4	17
670	17	34
665	14	48
660	16	64
655	15	79
650	35	114
645	69	183
640	81	264
635	96	360
630	125	485
625	179	664
620	220	884
615	237	1121
610	255	1376
605	304	1680
600	377	2057
595	428	2485
590	480	2965
585	564	3529
580	567	4096
575	661	4757
570	686	5443
565	803	6246
560	888	7134
555	910	8044
550	1049	9093
545	970	10063
540	1207	11270
535	1332	12602
530	1466	14068
525	1517	15585
520	1610	17195
515	1667	18862
510	1734	20596
505	1859	22455
500	1928	24383
495	2140	26523
490	2207	28730
485	2216	30946
480	2216	33162
475	2293	35455
470	2334	37789
465	2423	40212
460	2413	42625
455	2445	45070
450	2477	47547
445	2464	50011
440	2382	52393
435	2387	54780
430	2270	57050
425	2251	59301
420	2253	61554
415	2156	63710
410	2058	65768
405	1903	67671
400	1858	69529
395	1754	71283
390	1660	72943
385	1592	74535
380	1481	76016
375	1359	77375
370	1318	78693
365	1213	79906
360	1092	80998
355	995	81993
350	840	82833
345	846	83679
340	697	84376
335	656	85032
330	589	85621
325	578	86199
320	490	86689
315	467	87156
310	368	87524
305	305	87829
300	298	88127
295	224	88351
290	215	88566
285	205	88771
280	184	88955
275	143	89098
270	109	89207
265	109	89316
260	74	89390
255	52	89442
250	45	89487
245	54	89541
240	39	89580
235	32	89612
230	29	89641
225	27	89668
220	27	89695
215	18	89713
210	18	89731
205	13	89744
200	11	89755
195	11	89766
190	10	89776
185	5	89781
180	8	89789
175	6	89795
170	3	89798
165	1	89799
160	1	89800
155	2	89802
150	3	89805
145	7	89812
140	3	89815
135	89815
130	2	89817
125	4	89821
120	1	89822
115	1	89823
110	3	89826
105	1	89827
100	1	89828
0	2576	92404
