721	1	1	1
714	1	2	2
707	1	3	3
704	1	4	4
700	1	5	5
696	1	6	6
695	2	8	7
693	2	10	9
690	3	13	11
689	2	15	14
686	2	17	16
685	3	20	18
684	1	21	21
681	1	22	22
679	1	23	23
678	2	25	24
677	4	29	26
676	2	31	30
675	2	33	32
674	2	35	34
673	4	39	36
672	3	42	40
671	2	44	43
670	5	49	45
669	6	55	50
668	5	60	56
667	8	68	61
666	2	70	69
665	2	72	71
664	4	76	73
663	8	84	77
662	5	89	85
661	6	95	90
660	6	101	96
659	11	112	102
658	4	116	113
657	5	121	117
656	6	127	122
655	13	140	128
654	11	151	141
653	8	159	152
652	10	169	160
651	10	179	170
650	8	187	180
649	12	199	188
648	19	218	200
647	11	229	219
646	20	249	230
645	10	259	250
644	22	281	260
643	19	300	282
642	27	327	301
641	24	351	328
640	23	374	352
639	16	390	375
638	24	414	391
637	11	425	415
636	21	446	426
635	21	467	447
634	35	502	468
633	32	534	503
632	28	562	535
631	38	600	563
630	28	628	601
629	33	661	629
628	18	679	662
627	39	718	680
626	32	750	719
625	29	779	751
624	32	811	780
623	35	846	812
622	34	880	847
621	42	922	881
620	29	951	923
619	44	995	952
618	38	1033	996
617	41	1074	1034
616	45	1119	1075
615	49	1168	1120
614	51	1219	1169
613	39	1258	1220
612	47	1305	1259
611	52	1357	1306
610	42	1399	1358
609	64	1463	1400
608	66	1529	1464
607	58	1587	1530
606	52	1639	1588
605	57	1696	1640
604	60	1756	1697
603	63	1819	1757
602	60	1879	1820
601	66	1945	1880
600	65	2010	1946
599	82	2092	2011
598	72	2164	2093
597	60	2224	2165
596	76	2300	2225
595	86	2386	2301
594	76	2462	2387
593	78	2540	2463
592	75	2615	2541
591	88	2703	2616
590	77	2780	2704
589	97	2877	2781
588	84	2961	2878
587	91	3052	2962
586	86	3138	3053
585	104	3242	3139
584	105	3347	3243
583	98	3445	3348
582	99	3544	3446
581	93	3637	3545
580	100	3737	3638
579	104	3841	3738
578	114	3955	3842
577	120	4075	3956
576	118	4193	4076
575	111	4304	4194
574	123	4427	4305
573	113	4540	4428
572	110	4650	4541
571	134	4784	4651
570	114	4898	4785
569	129	5027	4899
568	117	5144	5028
567	135	5279	5145
566	126	5405	5280
565	141	5546	5406
564	141	5687	5547
563	141	5828	5688
562	138	5966	5829
561	145	6111	5967
560	126	6237	6112
559	140	6377	6238
558	140	6517	6378
557	151	6668	6518
556	155	6823	6669
555	191	7014	6824
554	179	7193	7015
553	149	7342	7194
552	193	7535	7343
551	148	7683	7536
550	169	7852	7684
549	178	8030	7853
548	194	8224	8031
547	157	8381	8225
546	179	8560	8382
545	177	8737	8561
544	187	8924	8738
543	180	9104	8925
542	186	9290	9105
541	185	9475	9291
540	184	9659	9476
539	205	9864	9660
538	212	10076	9865
537	196	10272	10077
536	208	10480	10273
535	212	10692	10481
534	201	10893	10693
533	210	11103	10894
532	231	11334	11104
531	212	11546	11335
530	225	11771	11547
529	228	11999	11772
528	212	12211	12000
527	228	12439	12212
526	217	12656	12440
525	248	12904	12657
524	232	13136	12905
523	237	13373	13137
522	227	13600	13374
521	207	13807	13601
520	253	14060	13808
519	227	14287	14061
518	263	14550	14288
517	219	14769	14551
516	230	14999	14770
515	232	15231	15000
514	240	15471	15232
513	241	15712	15472
512	242	15954	15713
511	254	16208	15955
510	274	16482	16209
509	255	16737	16483
508	267	17004	16738
507	259	17263	17005
506	270	17533	17264
505	275	17808	17534
504	280	18088	17809
503	252	18340	18089
502	317	18657	18341
501	295	18952	18658
500	297	19249	18953
