685	0	0
684	0	0
683	11	11
682	3	14
681	2	16
680	1	17
679	3	20
678	3	23
677	2	25
676	0	25
675	4	29
674	3	32
673	4	36
672	6	42
671	6	48
670	10	58
669	2	60
668	6	66
667	9	75
666	10	85
665	8	93
664	12	105
663	19	124
662	8	132
661	15	147
660	12	159
659	18	177
658	15	192
657	33	225
656	30	255
655	37	292
654	27	319
653	31	350
652	36	386
651	25	411
650	32	443
649	38	481
648	43	524
647	53	577
646	50	627
645	44	671
644	45	716
643	50	766
642	59	825
641	57	882
640	70	952
639	74	1026
638	67	1093
637	90	1183
636	72	1255
635	99	1354
634	100	1454
633	108	1562
632	89	1651
631	107	1758
630	110	1868
629	111	1979
628	130	2109
627	129	2238
626	152	2390
625	134	2524
624	155	2679
623	170	2849
622	159	3008
621	165	3173
620	162	3335
619	167	3502
618	198	3700
617	190	3890
616	182	4072
615	201	4273
614	213	4486
613	222	4708
612	232	4940
611	252	5192
610	231	5423
609	242	5665
608	258	5923
607	282	6205
606	269	6474
605	246	6720
604	261	6981
603	310	7291
602	282	7573
601	269	7842
600	311	8153
599	318	8471
598	302	8773
597	313	9086
596	331	9417
595	343	9760
594	323	10083
593	316	10399
592	392	10791
591	345	11136
590	366	11502
589	377	11879
588	376	12255
587	405	12660
586	398	13058
585	443	13501
584	409	13910
583	422	14332
582	455	14787
581	445	15232
580	440	15672
579	446	16118
578	423	16541
577	454	16995
576	460	17455
575	438	17893
574	451	18344
573	480	18824
572	442	19266
571	498	19764
570	472	20236
569	546	20782
568	461	21243
567	489	21732
566	547	22279
565	541	22820
564	518	23338
563	493	23831
562	524	24355
561	508	24863
560	535	25398
559	508	25906
558	578	26484
557	564	27048
556	521	27569
555	532	28101
554	602	28703
553	586	29289
552	563	29852
551	542	30394
550	585	30979
549	570	31549
548	666	32215
547	581	32796
546	531	33327
545	537	33864
544	596	34460
543	550	35010
542	547	35557
541	548	36105
540	571	36676
539	562	37238
538	552	37790
537	579	38369
536	592	38961
535	567	39528
534	573	40101
533	548	40649
532	588	41237
531	566	41803
530	592	42395
529	611	43006
528	601	43607
527	601	44208
526	566	44774
525	550	45324
524	559	45883
523	579	46462
522	543	47005
521	543	47548
520	564	48112
519	530	48642
518	580	49222
517	563	49785
516	575	50360
515	565	50925
514	560	51485
513	499	51984
512	499	52483
511	555	53038
510	518	53556
509	503	54059
508	552	54611
507	522	55133
506	519	55652
505	490	56142
504	510	56652
503	483	57135
502	488	57623
501	491	58114
500	476	58590
499	505	59095
498	505	59600
497	495	60095
496	458	60553
495	499	61052
494	446	61498
493	490	61988
492	473	62461
491	443	62904
490	463	63367
489	494	63861
488	455	64316
487	487	64803
486	434	65237
485	467	65704
484	459	66163
483	406	66569
482	498	67067
481	465	67532
480	419	67951
479	452	68403
478	382	68785
477	411	69196
476	461	69657
475	430	70087
474	422	70509
473	414	70923
472	435	71358
471	417	71775
470	388	72163
469	388	72551
468	408	72959
467	403	73362
466	447	73809
465	379	74188
464	417	74605
463	348	74953
462	348	75301
461	348	75649
460	397	76046
459	398	76444
458	379	76823
457	407	77230
456	369	77599
455	349	77948
454	399	78347
453	367	78714
452	358	79072
451	373	79445
450	331	79776
449	352	80128
448	361	80489
447	351	80840
446	333	81173
445	353	81526
444	360	81886
443	349	82235
442	353	82588
441	322	82910
440	337	83247
439	325	83572
438	328	83900
437	352	84252
436	329	84581
435	340	84921
434	350	85271
433	312	85583
432	309	85892
431	331	86223
430	343	86566
429	340	86906
428	320	87226
427	320	87546
426	314	87860
425	313	88173
424	310	88483
423	282	88765
422	331	89096
421	316	89412
420	309	89721
419	309	90030
418	328	90358
417	306	90664
416	292	90956
415	307	91263
414	294	91557
413	306	91863
412	307	92170
411	306	92476
410	293	92769
409	315	93084
408	295	93379
407	288	93667
406	298	93965
405	254	94219
404	302	94521
403	323	94844
402	275	95119
401	326	95445
400	299	95744
399	297	96041
398	267	96308
397	263	96571
396	303	96874
395	317	97191
394	301	97492
393	284	97776
392	289	98065
391	282	98347
390	265	98612
389	311	98923
388	273	99196
387	323	99519
386	259	99778
385	268	100046
384	249	100295
383	253	100548
382	250	100798
381	267	101065
380	271	101336
379	287	101623
378	268	101891
377	274	102165
376	251	102416
375	292	102708
374	287	102995
373	296	103291
372	277	103568
371	247	103815
370	274	104089
369	260	104349
368	269	104618
367	267	104885
366	254	105139
365	280	105419
364	265	105684
363	262	105946
362	251	106197
361	265	106462
360	283	106745
359	262	107007
358	266	107273
357	262	107535
356	271	107806
355	255	108061
354	251	108312
353	265	108577
352	310	108887
351	297	109184
350	261	109445
349	251	109696
348	254	109950
347	255	110205
346	304	110509
345	253	110762
344	243	111005
343	257	111262
342	238	111500
341	263	111763
340	226	111989
339	232	112221
338	275	112496
337	220	112716
336	239	112955
335	229	113184
334	281	113465
333	273	113738
332	258	113996
331	268	114264
330	218	114482
329	234	114716
328	225	114941
327	244	115185
326	233	115418
325	236	115654
324	248	115902
323	264	116166
322	240	116406
321	267	116673
320	246	116919
319	234	117153
318	184	117337
317	235	117572
316	235	117807
315	216	118023
314	225	118248
313	242	118490
312	242	118732
311	229	118961
310	233	119194
309	247	119441
308	240	119681
307	246	119927
306	224	120151
305	228	120379
304	218	120597
303	215	120812
302	208	121020
301	203	121223
300	204	121427
299	222	121649
298	200	121849
297	225	122074
296	241	122315
295	189	122504
294	187	122691
293	191	122882
292	201	123083
291	195	123278
290	200	123478
289	217	123695
288	197	123892
287	185	124077
286	208	124285
285	171	124456
284	199	124655
283	187	124842
282	191	125033
281	193	125226
280	193	125419
279	214	125633
278	193	125826
277	187	126013
276	182	126195
275	209	126404
274	173	126577
273	156	126733
272	187	126920
271	187	127107
270	172	127279
269	189	127468
268	195	127663
267	178	127841
266	183	128024
265	165	128189
264	190	128379
263	186	128565
262	169	128734
261	155	128889
260	179	129068
259	166	129234
258	174	129408
257	169	129577
256	178	129755
255	147	129902
254	185	130087
253	164	130251
252	174	130425
251	168	130593
250	154	130747
249	142	130889
248	152	131041
247	172	131213
246	152	131365
245	147	131512
244	147	131659
243	123	131782
242	161	131943
241	136	132079
240	138	132217
239	136	132353
238	141	132494
237	139	132633
236	135	132768
235	138	132906
234	148	133054
233	152	133206
232	132	133338
231	124	133462
230	124	133586
229	130	133716
228	139	133855
227	115	133970
226	110	134080
225	119	134199
224	110	134309
223	115	134424
222	124	134548
221	123	134671
220	114	134785
219	137	134922
218	116	135038
217	129	135167
216	84	135251
215	113	135364
214	118	135482
213	106	135588
212	122	135710
211	116	135826
210	102	135928
209	105	136033
208	98	136131
207	94	136225
206	96	136321
205	93	136414
204	106	136520
203	90	136610
202	88	136698
201	84	136782
200	74	136856
199	95	136951
198	91	137042
197	80	137122
196	77	137199
195	85	137284
194	79	137363
193	95	137458
192	98	137556
191	84	137640
190	77	137717
189	81	137798
188	70	137868
187	61	137929
186	57	137986
185	68	138054
184	75	138129
183	71	138200
182	57	138257
181	73	138330
180	44	138374
