402	453	207733
401	476	208209
400	435	208644
399	442	209086
398	422	209508
397	436	209944
396	452	210396
395	457	210853
394	421	211274
393	481	211755
392	436	212191
391	411	212602
390	452	213054
389	403	213457
388	424	213881
387	389	214270
386	392	214662
385	426	215088
384	398	215486
383	368	215854
382	398	216252
381	384	216636
380	360	216996
379	425	217421
378	381	217802
377	391	218193
376	383	218576
375	417	218993
374	364	219357
373	375	219732
372	387	220119
371	349	220468
370	364	220832
369	364	221196
368	354	221550
367	372	221922
366	382	222304
365	371	222675
364	334	223009
363	363	223372
362	315	223687
361	331	224018
360	356	224374
359	322	224696
358	350	225046
357	325	225371
356	340	225711
355	326	226037
354	342	226379
353	338	226717
352	300	227017
351	312	227329
350	322	227651
349	306	227957
348	334	228291
347	320	228611
346	320	228931
345	323	229254
344	306	229560
343	302	229862
342	319	230181
341	307	230488
340	296	230784
339	288	231072
338	312	231384
337	280	231664
336	306	231970
335	300	232270
334	280	232550
333	286	232836
332	257	233093
331	275	233368
330	250	233618
329	268	233886
328	236	234122
327	269	234391
326	242	234633
325	285	234918
324	274	235192
323	294	235486
322	258	235744
321	276	236020
320	252	236272
319	270	236542
318	260	236802
317	240	237042
316	246	237288
315	243	237531
314	229	237760
313	254	238014
312	235	238249
311	243	238492
310	249	238741
309	244	238985
308	260	239245
307	253	239498
306	254	239752
305	212	239964
304	242	240206
303	233	240439
302	210	240649
301	240	240889
300	218	241107
299	210	241317
298	206	241523
297	225	241748
296	210	241958
295	217	242175
294	216	242391
293	223	242614
292	195	242809
291	191	243000
290	204	243204
289	195	243399
288	206	243605
287	210	243815
286	220	244035
285	184	244219
284	191	244410
283	185	244595
282	182	244777
281	208	244985
280	189	245174
279	217	245391
278	154	245545
277	193	245738
276	183	245921
275	210	246131
274	176	246307
273	182	246489
272	178	246667
271	183	246850
270	183	247033
269	170	247203
268	144	247347
267	169	247516
266	178	247694
265	154	247848
264	165	248013
263	158	248171
262	168	248339
261	150	248489
260	171	248660
259	163	248823
258	164	248987
257	145	249132
256	154	249286
255	174	249460
254	168	249628
253	147	249775
252	161	249936
251	150	250086
250	152	250238
249	141	250379
248	147	250526
247	144	250670
246	137	250807
245	155	250962
244	144	251106
243	141	251247
242	131	251378
241	147	251525
240	147	251672
239	145	251817
238	120	251937
237	151	252088
236	148	252236
235	141	252377
234	129	252506
233	119	252625
232	125	252750
231	131	252881
230	128	253009
229	125	253134
228	128	253262
227	106	253368
226	137	253505
225	122	253627
224	117	253744
223	132	253876
222	105	253981
221	131	254112
220	121	254233
219	100	254333
218	92	254425
217	118	254543
216	104	254647
215	97	254744
214	111	254855
213	89	254944
212	90	255034
211	103	255137
210	104	255241
209	99	255340
208	108	255448
207	93	255541
206	94	255635
205	84	255719
204	93	255812
203	93	255905
202	79	255984
201	93	256077
200	101	256178
199	88	256266
198	78	256344
197	83	256427
196	92	256519
195	78	256597
194	89	256686
193	82	256768
192	92	256860
191	70	256930
190	78	257008
189	70	257078
188	93	257171
187	59	257230
186	78	257308
185	72	257380
184	74	257454
183	62	257516
182	62	257578
181	76	257654
180	74	257728
